from,to,quantity,exports,probability
ARE,ARM,15.432339999999998,15980.482386769998,9.656992590396521e-4
ARE,BHR,21.715507,15980.482386769998,0.0013588768145057963
ARE,CHN,3508.8787035499995,15980.482386769998,0.21957276499080827
ARE,DZA,35.51642819999999,15980.482386769998,0.0022224878661612564
ARE,GBR,27.3152418,15980.482386769998,0.0017092876885001845
ARE,HKG,2586.94079116,15980.482386769998,0.16188127044911296
ARE,IND,8639.946565469998,15980.482386769998,0.5406561802303841
ARE,IRN,0.25132667999999997,15980.482386769998,1.5727102218645763e-5
ARE,JOR,24.7578826,15980.482386769998,0.0015492575255736133
ARE,LKA,457.50053777999995,15980.482386769998,0.02862870636237851
ARE,MOZ,0.009920789999999999,15980.482386769998,6.208066665254907e-7
ARE,MRT,6.062704999999999,15980.482386769998,3.7938185176557764e-4
ARE,OMN,177.45096610999997,15980.482386769998,0.011104230887104445
ARE,PAK,19.841579999999997,15980.482386769998,0.0012416133330509812
ARE,SAU,22.0462,15980.482386769998,0.001379570370056646
ARE,SDN,0.0440924,15980.482386769998,2.759140740113292e-6
ARE,SGP,24.250819999999997,15980.482386769998,0.0015175274070623106
ARE,TWN,202.51308627,15980.482386769998,0.012672526483784842
ARE,TZA,0.09920789999999999,15980.482386769998,6.2080666652549065e-6
ARE,UGA,58.97799424,15980.482386769998,0.0036906266539755393
ARE,USA,1.49032312,15980.482386769998,9.325895701582928e-5
ARE,YEM,0.3086468,15980.482386769998,1.9313985180793044e-5
ARG,BOL,0.28880522,16726.845464669997,1.726597047901272e-5
ARG,BRA,57.40389555999999,16726.845464669997,0.003431842284981169
ARG,CHL,21.1974213,16726.845464669997,0.001267269512638987
ARG,CHN,15326.39588359,16726.845464669997,0.9162753321277469
ARG,HKG,852.7492206199998,16726.845464669997,0.050980875169867164
ARG,IND,20.94389,16726.845464669997,0.0012521123629818385
ARG,MEX,0.44533323999999996,16726.845464669997,2.662386287603488e-5
ARG,PRY,186.40833717,16726.845464669997,0.011144261335093147
ARG,SGP,41.552677759999995,16726.845464669997,0.0024841909281559673
ARG,TWN,70.69775415999999,16726.845464669997,0.00422660413222122
ARG,URY,54.09365862999999,16726.845464669997,0.0032339426309793556
ARG,USA,94.65315507999999,16726.845464669997,0.005658757072869711
AUS,BRN,0.00881848,80188.84057348999,1.0997141169435169e-7
AUS,CHE,24.250819999999997,80188.84057348999,3.0242138215946714e-4
