t,k,v,q,exporter,importer
2018,391510,111.689253485227,568.900821228469,CZE,SVN
2018,391530,18.542328122514,26.458,CZE,SVN
2018,391590,61.842964691794,57.7260824617115,CZE,SVN
2018,391590,166.791253723795,48.431,CZE,ESP
2018,391520,25.945,45.531,CZE,SWE
2018,391590,613.175,484.237,CZE,SWE
2018,391590,19.8247263409736,7.96,CZE,CHE
2018,391510,31.34,165.03,CZE,THA
2018,391590,114.611833074777,521.778301956372,CZE,THA
2018,391510,8.82493358643648,39.6513690515808,CZE,TUR
2018,391590,69.2965615448423,77.768441269659,CZE,TUR
2018,391510,166.395161548843,853.368972605318,CZE,UKR
2018,391520,911.410869407947,843.830027541635,CZE,UKR
2018,391590,139.542518613388,474.877671137426,CZE,UKR
2018,391520,120.814,162.365,CZE,GBR
2018,391590,83.2443662912686,57.3116914470015,CZE,GBR
2018,391530,306.887449418118,712.821,CZE,USA
2018,391590,1.805,10,BEN,CMR
2018,391510,84.6774552859301,18.217,DNK,AUT
2018,391590,69.9876617608962,167.19,DNK,AUT
2018,391510,129.956339438078,205.820417778751,DNK,BEL
2018,391590,47.6688922641731,143.711209742872,DNK,BEL
2018,391590,52.24483758211,106.844772647799,DNK,CAN
2018,391590,260.185,613.593,DNK,CHN
2018,391590,192.367212369952,515.945982796355,DNK,CZE
2018,391510,240.024,724.628,DNK,EST
2018,391530,8.576,19.863,DNK,EST
2018,391590,134.078,316.195,DNK,EST
2018,391520,855.182030783237,501.905,DNK,FIN
2018,391590,38.7443121228829,68.746,DNK,FRA
2018,391510,7359.84816341497,23030.3546191544,DNK,DEU
2018,391520,476.265581569092,946.542895917569,DNK,DEU
2018,391530,139.784669587445,345.141725995728,DNK,DEU
2018,391590,1583.10315219691,3609.734,DNK,DEU
2018,391590,236.036248399259,3473.025,DNK,GRC
2018,391510,2.08746643288761,23.92,DNK,HKG
2018,391520,17.916319532015,101.12,DNK,HKG
2018,391590,229.838388952028,574.828929052331,DNK,HKG
2018,391590,11.2634459655652,34.3993381879682,DNK,ISL
2018,391510,31.4081382761555,38.24,DNK,ITA
2018,391520,1.799,2.999,DNK,ITA
2018,391590,42.4393961447461,32.976162475173,DNK,ITA
2018,391590,44.407,104.725,DNK,JPN
2018,391590,1.053,2.485,DNK,KOR
2018,391510,2248.249,6787.411,DNK,LVA
2018,391590,17.94,42.308,DNK,LVA
2018,391520,42.9936041590589,69.929,DNK,LTU
2018,391590,9.817,23.151,DNK,LTU
2018,391510,14.9008648844673,39.5856243037399,DNK,MYS
2018,391520,2.8703258913664502,0.935733215794147,DNK,MYS
2018,391590,134.432190986802,350.283664396342,DNK,MYS
2018,391510,805.526500388344,2564.94384487648,DNK,NLD
2018,391520,320.115367943137,624.950562665267,DNK,NLD
2018,391530,5.05129383484634,13.3727821056787,DNK,NLD
2018,391590,369.283046798235,532.464459161215,DNK,NLD
2018,391510,330.041035923165,604.397743029112,DNK,NOR
2018,391520,4.09733061204089,68.5,DNK,NOR
2018,391590,165.429925225621,381.741,DNK,NOR
2018,391510,30.193,91.153,DNK,PAK
2018,391520,18.588,30.98,DNK,PAK
2018,391530,21.6676982436133,43.5638873874646,DNK,PAK
2018,391590,9.04828421179382,22.5593466531448,DNK,PAK
2018,391510,81.6560827684927,237.284257308202,DNK,POL
2018,391520,34.1143568504834,60.8245951625739,DNK,POL
2018,391530,3.08519981650778,9.81396468069726,DNK,POL
2018,391590,1053.85996287951,448.67251821076,DNK,POL
2018,391530,17.1677234039584,34.2161809293201,DNK,ROU
2018,391510,20.325,61.362,DNK,IND
2018,391590,24.919,58.767,DNK,IND
2018,391590,135.719,320.065,DNK,VNM
2018,391520,634.435063605626,875.21219073846,DNK,ESP
2018,391530,2.99781037389708,9.872,DNK,ESP
2018,391510,80.4727155998891,159.448710343749,DNK,SWE
2018,391520,145.300266041322,309.143190986513,DNK,SWE
2018,391590,142.663993175626,500.704535816213,DNK,SWE
2018,391510,80.2710872545389,195.82037181629,DNK,CHE
2018,391590,16.9438056344902,5.62540670087837,DNK,CHE
2018,391510,6.31837025347601,116.96,DNK,THA
2018,391590,67.8863101955523,206.054770428014,DNK,THA
2018,391510,2.56467499451956,7.9767716497371,DNK,TUR
2018,391520,22.0627485852928,41.1442317637068,DNK,TUR
2018,391530,12.143,28.123,DNK,TUR
2018,391590,26.4475801383687,97.8481486323303,DNK,TUR
2018,391590,21.497,50.697,DNK,EGY
2018,391510,19.2208468520937,63.207,DNK,GBR
2018,391520,13.724340521711,20.5332136526908,DNK,GBR
2018,391590,323.138816789512,798.566215149765,DNK,GBR
2018,391530,8.586,19.885,DNK,USA
2018,391590,848.119284938618,675.445286552056,DNK,USA
2018,391510,35.3395952411931,85.535,DOM,BRA
2018,391510,39.8420906047881,65.165,DOM,CHL
2018,391520,24.9408647024346,31.669,DOM,CRI
2018,391590,63.1616706168731,270.743,DOM,CRI
2018,391510,361.283919945102,497.022,DOM,ECU
2018,391590,28.9321871141676,42.866,DOM,SLV
2018,391510,23.1200960971264,111.312,DOM,HKG
2018,391520,20.3628581915582,51.3,DOM,HKG
2018,391590,181.254740565718,123.743,DOM,HKG
2018,391590,17.9576642950783,21.27,DOM,IRL
2018,391590,9.02320684268571,156.14,DOM,ITA
2018,391510,15.2917870495688,62.567,DOM,MYS
2018,391510,8.43265993057707,43.01,DOM,MEX
2018,391510,87.9623335452425,217.867,DOM,TWN
2018,391590,97.0172557060851,50.162,DOM,TWN
2018,391510,93.1612097167707,222.9,DOM,PRY
2018,391510,34.6317667269729,61.55,DOM,PER
2018,391590,923.586500924785,2243.077,DOM,PER
2018,391510,26.4332771455308,44.36,DOM,POL
2018,391590,93.7789368457032,178.568,DOM,PRT
2018,391510,60.9848011821425,107.48,DOM,ESP
2018,391530,8.48708837105904,21.53,DOM,ESP
2018,391590,6.26230225826365,75.278,DOM,THA
2018,391510,485.976732411392,909.554,DOM,USA
2018,391530,39.878961762641,87.182,DOM,USA
2018,391590,4344.44926413511,5719.237,DOM,USA
2018,391590,31.68,44,ECU,BRA
2018,391510,139.055848485714,175.85,ECU,CHL
2018,391590,2189.07453825522,2293.74381881565,ECU,CHL
2018,391520,38.85,40.895,ECU,CHN
2018,391590,247.778144794394,827.034824984983,ECU,CHN
2018,391590,11.176,13.97,ECU,GEO
2018,391510,8.51493199703117,36.314,ECU,KOR
2018,391590,7.571,36.314,ECU,KOR
2018,391510,48.880273523809,124.97320411651,ECU,MYS
2018,391590,27.993,66.13,ECU,MYS
2018,391590,122.211526825101,248.937,ECU,TWN
2018,391510,344.778543787929,609.704,ECU,PRY
2018,391590,26.835,39.464,ECU,PRY
2018,391510,408.812727737947,514.216419157965,ECU,PER
2018,391510,233.316606276472,255.65,ECU,PRT
2018,391590,37.002,91.406,ECU,IND
2018,391510,102.218,381.7,ECU,VNM
2018,391590,77.024,223.203,ECU,VNM
2018,391510,10,25,ECU,THA
2018,391590,20.7325129127021,71.0645129304487,ECU,THA
2018,391590,328.486,297.42,ECU,TUR
2018,391510,132.16466753459,234.418829672776,ECU,USA
2018,391590,264.401393424223,95.5644595015132,ECU,USA
2018,391590,38.7,129,SLV,BRA
2018,391530,10.139,19.975,SLV,CAN
2018,391590,9.04438138160373,19.976,SLV,CAN
2018,391590,107.2,336,SLV,CHN
2018,391520,44.3474722702744,52.624,SLV,CRI
2018,391590,14.2529453479308,32.2915958007718,SLV,CRI
2018,391590,7.336,20.96,SLV,DOM
2018,391590,550.375,456.801,SLV,ECU
2018,391510,18.6,20,SLV,GTM
2018,391590,4160.746,7556.643,SLV,HND
2018,391590,45.1070529076935,123.590204569244,SLV,HKG
2018,391590,6.32043491996926,21,SLV,KOR
2018,391530,9.47544710866534,21.2689720311007,SLV,MEX
2018,391510,21.4860348617934,42.75,SLV,TWN
2018,391590,388.971630059131,240.861520567536,SLV,TWN
2018,391590,12.6,42,SLV,NLD
2018,391590,7.85787416798456,18.9278653145873,SLV,NIC
2018,391590,37.5257195852235,50.9999208909528,SLV,PER
2018,391590,10.347,39.729,SLV,VNM
2018,391510,4.28230192519601,56.654,SLV,THA
2018,391590,46.028,115.007,SLV,THA
2018,391510,7.891,19.924,SLV,USA
2018,391590,116.590813982356,320.026949051266,SLV,USA
2018,391590,9.94867953435114,21.8008038030356,SLV,URY
2018,391590,16.0102448550406,93.81,ETH,IRL
2018,391510,12.5035022233375,26.1,ETH,ITA
2018,391590,29.581451150076,48.455,ETH,ESP
2018,391510,8.47895816740308,11.5,ETH,TUR
2018,391590,96.6684789037778,160.612,ETH,TUR
2018,391590,1179.87953741989,1993.72,ETH,USA
2018,391510,17.0459096865043,60.65,EST,BGR
2018,391530,5.25016055426593,21.656,EST,CAN
2018,391590,12.85,15.49,EST,CHN
2018,391530,7.10510323419793,46.579,EST,CZE
2018,391590,8.51651544457283,10.309,EST,CZE
2018,391510,75.2228164936801,203.8,EST,DNK
2018,391590,59.9919023916582,79.6874367720668,EST,DNK
2018,391510,957.573751301877,1169.15097196363,EST,FIN
2018,391520,21.1919250576868,122.25,EST,FIN
2018,391590,33.8103007382118,87.3659744317365,EST,FIN
2018,391510,95.8765574353419,263.09,EST,FRA
2018,391590,37.44,23.28,EST,FRA
2018,391510,28.5959585335578,90.9084592649681,EST,DEU
2018,391520,11.7644373458535,13.52,EST,DEU
2018,391590,49.9685518569323,187.329,EST,DEU
2018,391510,64.3818432356321,215.73,EST,HKG
2018,391520,9.566,34.314,EST,HKG
2018,391590,220.326411012378,419.179145288209,EST,HKG
2018,391520,43.079,54.553,EST,IRL
2018,391590,20.4250733921481,5.409,EST,ITA
2018,391590,3.13214383125253,18.9791082516741,EST,KOR
2018,391510,172.184121388141,1620.44244399912,EST,LVA
2018,391590,264.381009248449,1006.55440626393,EST,LVA
2018,391510,461.195633161702,2023.40435478303,EST,LTU
2018,391590,1405.59054866999,2793.54621746001,EST,LTU
2018,391510,220.989604826619,181.140639164852,EST,MYS
2018,391520,41.4753436878479,25.8096880693515,EST,MYS
2018,391590,387.086540694655,1177.33377535662,EST,MYS
2018,391520,6.86159927513776,34.94,EST,TWN
2018,391590,19.7677859502276,31.1900693179818,EST,TWN
2018,391520,1.41706374241028,2.247,EST,NLD
2018,391590,181.193597542622,292.927498883205,EST,NLD
2018,391590,45.5895668351615,128.269,EST,NZL
2018,391510,54.4389955324506,405.537155095364,EST,POL
2018,391520,2.511,3.56,EST,POL
2018,391530,1.81,7.7,EST,POL
2018,391590,108.975080657573,184.461175622924,EST,POL
2018,391530,15.6787363959371,20.26,EST,PRT
2018,391590,22.0572670157477,70.178,EST,ROU
2018,391590,3.308,20.03,EST,IND
2018,391590,113.183,658.11,EST,VNM
2018,391510,957.552268494087,1011.8879866491,EST,SWE
2018,391590,32.0660703390236,22,EST,SWE
2018,391520,18.673,81.021,EST,THA
2018,391590,1.47533473274209,17.217,EST,THA
2018,391590,4.07978784292293,16.47,EST,TUR
2018,391590,13.0164039994854,76.6,EST,UKR
2018,391510,92.0755706050822,165.631,EST,GBR
2018,391530,2117.31094834131,3219.844,EST,GBR
2018,391530,58.5572642984719,160.866,EST,USA
2018,391510,49.753,99,FJI,AUS
2018,391590,9.53795966742682,33.2753911504603,FJI,AUS
2018,391510,8.09274970679688,30.142,FJI,IDN
2018,391590,179.252019954463,1171.08366542301,FJI,KOR
2018,391530,8.42795123640762,28,FJI,IND
2018,391590,2.384,27.72,FJI,IND
2018,391590,30.2534271100071,111.3,FJI,THA
2018,391590,27.0379933932696,79.4510438149604,FIN,AUS
2018,391510,23.322,132.334,FIN,BEL
2018,391590,49.8262254347265,24.3361903266884,FIN,BEL
2018,391530,2.83060111179736,11.269,FIN,BLR
2018,391590,150.201,796.128,FIN,CHN
2018,391590,4.24182421181465,6.315,FIN,CZE
2018,391510,41.6904163620862,113.045,FIN,DNK
2018,391590,12.534342503832,9.68421191569986,FIN,DNK
2018,391510,112.844193642899,530.283577932164,FIN,EST
2018,391590,94.9832594526699,242.557325051306,FIN,EST
2018,391510,1763.53313160397,4939.4236729306,FIN,DEU
2018,391520,54.115987970165,340.72,FIN,DEU
2018,391530,5.88845449804884,21.405,FIN,DEU
2018,391590,7.11818404334166,151.047883083747,FIN,DEU
2018,391590,5.04717751413886,22.6,FIN,GHA
2018,391510,5.25661173313631,2.47499625394066,FIN,HKG
2018,391520,110.033350721954,680.256876132965,FIN,HKG
2018,391590,106.458795099445,446.668213859982,FIN,HKG
2018,391510,1865.85,6487.909,FIN,LVA
2018,391530,34.257,238.29,FIN,LVA
2018,391590,183.934844327587,1244.2388392621301,FIN,LVA
2018,391510,53.7131584240324,86.1902340053231,FIN,LTU
2018,391520,100.981,120.429,FIN,LTU
2018,391530,1.43362069279648,1.80737355032652,FIN,LTU
2018,391590,43.8728250157906,404.478066222351,FIN,LTU
2018,391510,87.0135000505533,279.917850536439,FIN,MYS
2018,391520,99.6559996550366,461.158717832936,FIN,MYS
2018,391590,169.363381999573,1003.14138363501,FIN,MYS
2018,391510,10.8302582819998,57.0990473165781,FIN,TWN
2018,391520,3.03317872676011,8.66,FIN,TWN
2018,391590,57.2400147673188,103.716,FIN,TWN
2018,391510,24.7633419151036,78.1064082857159,FIN,NLD
2018,391590,56.6313533900947,248.627956133947,FIN,NLD
2018,391590,143.692434740825,502.086808808195,FIN,NZL
2018,391520,27.8300991632777,4.57495281302587,FIN,NOR
2018,391590,18.1857482935579,110.57,FIN,PAK
2018,391510,22.4330686617113,65.0754746888438,FIN,POL
2018,391530,5.79946608645889,33.3477458794096,FIN,POL
2018,391590,104.352433114347,439.079080839306,FIN,POL
2018,391530,56.1675372889467,159.021,FIN,ROU
2018,391520,12.9058192550668,17.878,FIN,RUS
2018,391510,6.832,18.66,FIN,VNM
2018,391590,21.235,106.249,FIN,VNM
2018,391530,3.32052941649921,7.78679169106327,FIN,ESP
2018,391510,134.654849885227,730.493422319283,FIN,SWE
2018,391530,75.341,362.1,FIN,SWE
2018,391590,69.8614066016603,34.613131338871,FIN,SWE
2018,391590,18.7084406907124,94.3428866529681,FIN,THA
2018,391590,12.064,56.123,FIN,ARE
2018,391530,9.61637621394648,19.14,FIN,TUR
2018,391590,3.52495467761479,36.16,FIN,TUR
2018,391510,1.10209194186899,0.275,FIN,GBR
2018,391590,2.012,24.392,FIN,GBR
2018,391590,32.1325100471887,12.1928777303102,FIN,USA
2018,391530,116.642,270.142,FRA,DZA
2018,391590,18.391,43.372,FRA,DZA
2018,391590,25.752,60.732,FRA,AGO
2018,391520,5.868,9.781,FRA,AUS
2018,391590,97.089,228.965,FRA,AUS
2018,391510,179.774,542.736,FRA,AUT
2018,391520,505.580933738799,903.31370007728,FRA,AUT
2018,391590,321.241712385991,708.059,FRA,AUT
2018,391590,34.892,82.287,FRA,BGD
2018,391510,8801.00432913766,24919.3763645131,FRA,BEL
2018,391520,509.903069802962,919.374364804231,FRA,BEL
2018,391530,619.575431741567,757.94706598321,FRA,BEL
2018,391590,7732.02104732501,12439.8915777287,FRA,BEL
2018,391510,6.498,19.617,FRA,BGR
2018,391590,5.96131670681716,4.21226758745484,FRA,BGR
2018,391510,109.368089116717,389.87837011813,FRA,CAN
2018,391530,13.893,32.177,FRA,CAN
2018,391590,524.19360349965,662.370329241386,FRA,CAN
2018,391510,77.7557265750172,235.727420320382,FRA,CHN
2018,391520,12.183,20.306,FRA,CHN
2018,391530,8.838,20.47,FRA,CHN
2018,391590,1124.25271017364,2683.78906754404,FRA,CHN
2018,391510,6.04647892542392,4.43116977652002,FRA,CZE
2018,391530,77.257957449398,129.576393584606,FRA,CZE
2018,391590,31.7541108268937,82.2212345398258,FRA,CZE
2018,391510,293.884,887.23,FRA,DNK
2018,391520,31.7334077407024,44.293,FRA,DNK
2018,391530,1.37793623720874,3.28944499277383,FRA,DNK
2018,391590,96.0197987572505,138.366165449735,FRA,DNK
2018,391590,1.78647773151844,0.159,FRA,ECU
2018,391510,225.106,679.589,FRA,FIN
2018,391520,443.908823573765,306.66,FRA,FIN
2018,391590,2.104,4.963,FRA,GEO
2018,391510,7315.45015881938,22130.1665050984,FRA,DEU
2018,391520,2554.64711155033,4500.45953800677,FRA,DEU
2018,391530,509.337827603125,1198.37296260201,FRA,DEU
2018,391590,3532.16948192367,8288.58500660452,FRA,DEU
2018,391510,118.656727684497,257.398156035186,FRA,GRC
2018,391530,15.49,35.875,FRA,GRC
2018,391510,537.180565196592,1630.65107093649,FRA,HKG
2018,391520,608.103717254656,1069.80233237124,FRA,HKG
2018,391530,10.4847624720976,26.64,FRA,HKG
2018,391590,4074.34840160348,9901.58604681572,FRA,HKG
2018,391510,486.170876535314,1391.19532003223,FRA,IDN
2018,391520,15.888,26.481,FRA,IDN
2018,391530,18.3324240161865,50.13,FRA,IDN
2018,391590,893.266,2106.586,FRA,IDN
2018,391510,1758.16980470281,5553.26020144533,FRA,IRL
2018,391590,17212.823754874302,39520.3470189435,FRA,IRL
2018,391510,16817.8844433092,47640.2680313996,FRA,ITA
2018,391520,3432.41004463881,5749.3245634664,FRA,ITA
2018,391530,1102.01968050252,3168.10095092045,FRA,ITA
2018,391590,20143.2938253998,48836.7816103801,FRA,ITA
2018,391510,4.16869242647994,11.4711354152237,FRA,JPN
2018,391590,15.2248492447282,38.0544901239205,FRA,JPN
2018,391510,127.309298175109,343.502156613708,FRA,KOR
2018,391520,74.4016602245887,140.258052940399,FRA,KOR
2018,391530,8.613,19.948,FRA,KOR
2018,391590,158.225788556192,393.290656918045,FRA,KOR
2018,391590,3.793,8.946,FRA,LVA
2018,391520,12.908,21.514,FRA,LTU
2018,391590,19.1499181422423,52.5074506737672,FRA,LTU
2018,391510,1207.00912180367,3253.1587249782,FRA,MYS
2018,391520,718.762911275513,1253.01471962444,FRA,MYS
2018,391530,7.668,17.76,FRA,MYS
2018,391590,5336.16348854832,13167.5537058966,FRA,MYS
2018,391530,11.088,25.681,FRA,MEX
2018,391510,129.645661521756,303.523611412274,FRA,TWN
2018,391520,480.32790752517,863.996139921744,FRA,TWN
2018,391590,781.573952318579,1873.53549064168,FRA,TWN
2018,391530,137.623605178321,314.904795509548,FRA,MAR
2018,391590,121.542607588701,264.323833997295,FRA,MAR
2018,391510,21.498,64.903,FRA,OMN
2018,391510,7502.6140335442,23337.5394440669,FRA,NLD
2018,391520,209.615222895613,376.884317601013,FRA,NLD
2018,391530,190.139639427204,342.372200938841,FRA,NLD
2018,391590,5317.80421844056,12806.0848829902,FRA,NLD
2018,391590,3.475,8.197,FRA,NCL
2018,391590,4.698,11.079,FRA,NZL
2018,391590,3.32048887476737,0.337,FRA,NGA
2018,391520,7.562,12.603,FRA,PAK
2018,391530,59.7719396645863,161.311,FRA,PAK
2018,391590,27.8826453722256,68.3623406218411,FRA,PAK
2018,391510,4.52654293224577,13.8355138843338,FRA,PHL
2018,391590,74.4648816379869,178.877811567569,FRA,PHL
2018,391510,77.395814598272,160.395824002126,FRA,POL
2018,391530,24.4130723053235,44.1095133492539,FRA,POL
2018,391590,603.708721758786,1221.3160733415,FRA,POL
2018,391510,1053.56166251055,3149.46408695731,FRA,PRT
2018,391520,2.016,3.36,FRA,PRT
2018,391530,80.355,186.1,FRA,PRT
2018,391590,183.566547980289,268.166051187412,FRA,PRT
2018,391590,3.43695651777441,4.37294160247229,FRA,QAT
2018,391510,16.4884799045596,53.3611004118446,FRA,ROU
2018,391520,23.0813393307047,37.7825204648588,FRA,ROU
2018,391590,181.629413552463,514.207645691718,FRA,ROU
2018,391590,6.38373366142045,35.596,FRA,RUS
2018,391590,39.6834979069958,90.1545968586056,FRA,SAU
2018,391530,282.682787279933,480.345,FRA,SEN
2018,391590,11.6571037867546,28.649826513603,FRA,SEN
2018,391510,600.21247078913,1888.98391763171,FRA,IND
2018,391520,90.546,150.91,FRA,IND
2018,391530,29.1225997592294,64.4489170532544,FRA,IND
2018,391590,613.710431662069,1478.59684930464,FRA,IND
2018,391510,6.44098481827428,19.84411781753,FRA,SGP
2018,391590,74.6400603068498,191.012058082111,FRA,SGP
2018,391510,57.9808602174525,182.669225449425,FRA,SVK
2018,391530,189.648109496038,391.61197117905,FRA,SVK
2018,391590,174.434,411.367,FRA,SVK
2018,391510,348.491,1052.087,FRA,VNM
2018,391520,73.655,122.758,FRA,VNM
2018,391590,2687.098,6336.97,FRA,VNM
2018,391590,108.272071769186,15.6933112654518,FRA,SVN
2018,391510,7.036,21.243,FRA,ZAF
2018,391590,1.065,0.067,FRA,ZAF
2018,391510,13565.7298933055,46152.4665637975,FRA,ESP
2018,391520,1941.45379157387,3111.65142574099,FRA,ESP
2018,391530,1731.60553001871,4346.3010398085,FRA,ESP
2018,391590,10053.7936774653,24272.387212091,FRA,ESP
2018,391520,457.619,762.699,FRA,SWE
2018,391590,12.719,29.997,FRA,SWE
2018,391510,562.959166816333,2277.01279744561,FRA,CHE
2018,391590,778.366070557195,4138.47436394091,FRA,CHE
2018,391510,51.1892435744322,172.781610417088,FRA,THA
2018,391520,12.991,21.652,FRA,THA
2018,391590,188.928570666296,481.933567612588,FRA,THA
2018,391510,8.67,26.174,FRA,TUN
2018,391590,75.254,177.471,FRA,TUN
2018,391510,504.989799173494,1615.2003318931,FRA,TUR
2018,391590,70.6052589898471,184.51584797288,FRA,TUR
2018,391590,6.9217776709239,14.8453959867596,FRA,MKD
2018,391510,3334.96303812497,10929.7828305783,FRA,GBR
2018,391520,76.8628586357305,132.51729457059199,FRA,GBR
2018,391530,1825.46,4227.716,FRA,GBR
2018,391590,1008.81290639063,2629.95038535544,FRA,GBR
2018,391510,405.763389270841,712.811,FRA,USA
2018,391530,11.122696056577,25.0949234859938,FRA,USA
2018,391590,625.603404396816,1416.54314400374,FRA,USA
2018,391590,35.147,94.55,ATF,BEL
2018,391590,48.5900034460252,90,DJI,TWN
2018,391510,7.31238415229536,17.572,GAB,MYS
2018,391590,39.074,139.55,GEO,AZE
2018,391590,13.753,60.8,GEO,IRN
2018,391590,6.85252972498086,33.78,GEO,PAK
2018,391510,2.90535590378817,31.45,GEO,TUR
2018,391520,21.7122529734764,127.07,GEO,TUR
2018,391530,8.041,62.707,GEO,TUR
2018,391590,82.5073957318198,406.269994060692,GEO,TUR
2018,391510,7.502,18.06,DEU,DZA
2018,391590,930.168529745664,2346.64407957943,DEU,AUS
2018,391510,7119.74229953637,24459.876228668,DEU,AUT
2018,391520,1207.55731412387,6157.62085499676,DEU,AUT
2018,391530,12.3848810577597,59.3541290688849,DEU,AUT
2018,391590,3914.92701546519,16971.2179449149,DEU,AUT
2018,391510,868.477,2596.01,DEU,BGD
2018,391590,232.828,768.44,DEU,BGD
2018,391510,18396.598022061,27371.1434761556,DEU,BEL
2018,391520,661.041948520304,719.751932709267,DEU,BEL
2018,391530,372.689073969126,675.47450002013,DEU,BEL
2018,391590,2559.87726487929,7388.40067261031,DEU,BEL
2018,391510,26.1907669912065,40.6167454808333,DEU,BIH
2018,391520,7.10552185935034,6.68811880844274,DEU,BIH
2018,391590,1.32032391852335,2.87932882732058,DEU,BIH
2018,391510,10.7813536524644,49.6213388116533,DEU,BRA
2018,391590,4.37754076057606,16.2144124205461,DEU,BRA
2018,391510,2690.7147509654,10236.9204474129,DEU,BGR
2018,391590,301.00800638916,1596.34532137515,DEU,BGR
2018,391590,2.06685672807659,0.356,DEU,MMR
2018,391510,3.08584988057231,63.18,DEU,BLR
2018,391520,73.6402137737808,155.865,DEU,BLR
2018,391530,1.76022672881136,4.08,DEU,BLR
2018,391510,7.987,91.017,DEU,CAN
2018,391520,67.2123341474884,54.7348104101299,DEU,CAN
2018,391590,112.700682855859,41.2479922044464,DEU,CAN
2018,391510,27.1201788542952,31.5806540830875,DEU,CHL
2018,391590,211.177889995529,139.52579600718,DEU,CHL
2018,391510,2792.81533989214,5209.5925826825,DEU,CHN
2018,391520,31.508,103.16,DEU,CHN
2018,391530,53.442,85.248,DEU,CHN
2018,391590,3793.08289288169,8051.74805349773,DEU,CHN
2018,391510,51.4799146176394,235.627503377315,DEU,HRV
2018,391530,58.6801875740661,68.2220911258464,DEU,HRV
2018,391590,101.519144001085,308.567834288507,DEU,HRV
2018,391510,19.317,19.234,DEU,CYP
2018,391510,21647.5626702,29025.2507798069,DEU,CZE
2018,391520,250.372183107456,810.898033075853,DEU,CZE
2018,391530,310.15292001867,1236.36447771547,DEU,CZE
2018,391590,10479.3212525494,13387.6579846862,DEU,CZE
2018,391510,13206.1290858719,14220.3008180975,DEU,DNK
2018,391520,46.5691540908124,62.3838113220475,DEU,DNK
2018,391590,1522.85570118057,2115.23741149477,DEU,DNK
2018,391590,3.518,1,DEU,ETH
2018,391510,8.74457339042184,77.3609903010145,DEU,EST
2018,391590,29.1228159905409,208.469806144436,DEU,EST
2018,391510,120.094681387881,225.026560592897,DEU,FIN
2018,391590,9.785,2.525,DEU,FIN
2018,391510,6317.47180760106,9225.97661105825,DEU,FRA
2018,391520,1033.57954726794,3851.2754016356,DEU,FRA
2018,391530,230.508582845062,866.546829423986,DEU,FRA
2018,391590,3471.12830215828,11713.9664302258,DEU,FRA
2018,391590,7.954,0.099,DEU,DJI
2018,391510,2.363,44,DEU,GEO
2018,391590,6.648,58.13,DEU,GEO
2018,391510,72.985,182.807,DEU,PSE
2018,391590,34.01,55.611,DEU,PSE
2018,391590,85.5097171518841,339.601,DEU,GHA
2018,391510,280.242109679348,391.683918510799,DEU,GRC
2018,391590,41.9099884372103,173.943033616065,DEU,GRC
2018,391510,5225.9379967191,19497.8038173067,DEU,HKG
2018,391520,2518.99345277674,9601.89228389021,DEU,HKG
2018,391530,882.847755962189,2391.85208707308,DEU,HKG
2018,391590,21200.8236837424,41390.0703499502,DEU,HKG
2018,391510,112.027531346282,477.428258378402,DEU,HUN
2018,391520,21.4973758053612,34.977,DEU,HUN
2018,391530,10.841,13.708,DEU,HUN
2018,391590,445.738312754851,331.833177245723,DEU,HUN
2018,391510,14317.515970764,63009.4950320748,DEU,IDN
2018,391530,15.2337332307736,41.715,DEU,IDN
2018,391590,470.18558961349,1151.71858646041,DEU,IDN
2018,391510,3.402,21.5,DEU,IRN
2018,391510,10748.8377728776,17813.8841517571,DEU,IRL
2018,391590,327.48089284264603,254.340680778485,DEU,IRL
2018,391510,58.7935966661824,111.300715933074,DEU,ISR
2018,391520,3.65584847011795,5.192,DEU,ISR
2018,391530,4.09511668241501,15.8672214586557,DEU,ISR
2018,391590,269.449152126721,319.912432570095,DEU,ISR
2018,391510,6442.70177249585,7753.60916828409,DEU,ITA
2018,391520,460.357954575522,655.145146100864,DEU,ITA
2018,391530,68.9887238130773,68.9965481550139,DEU,ITA
2018,391590,6650.17425243283,11037.9584415406,DEU,ITA
2018,391510,50.5191322166691,226.450849919008,DEU,JPN
2018,391520,9.06896767071351,20.3614277630893,DEU,JPN
2018,391530,25.2100018504862,13.428,DEU,JPN
2018,391590,308.36632297541,874.551253933651,DEU,JPN
2018,391590,9.303,3.125,DEU,KEN
2018,391510,2010.00839491551,5660.90267344302,DEU,KOR
2018,391520,16.746,49.86,DEU,KOR
2018,391530,21.3381146887459,161.992962258358,DEU,KOR
2018,391590,420.839441733142,1083.29755026753,DEU,KOR
2018,391510,8.47512950298152,28.206,DEU,KWT
2018,391530,1.69380724173799,0.245,DEU,KWT
2018,391590,1.23049017821298,1.573,DEU,KWT
2018,391510,1608.587,5259.503,DEU,LVA
2018,391590,2955.03083600127,5782.24839693293,DEU,LVA
2018,391510,8423.36466436611,12264.9308371152,DEU,LTU
2018,391520,182.876,233.054,DEU,LTU
2018,391530,3.92128361083238,13.5803770415824,DEU,LTU
2018,391590,94.4005523489224,374.122763461661,DEU,LTU
2018,391510,13855.7530129312,58315.1091092944,DEU,MYS
2018,391520,2529.90427635018,14086.6111198177,DEU,MYS
2018,391530,7.384,28.82,DEU,MYS
