from,to,quantity,exports,probability
ABW,JOR,26.786133,119.04947999999999,0.225
ARE,AUS,69.81921308999999,45429.7665844,0.0015368604846403727
ARE,BGD,858.4702095199999,45429.7665844,0.018896645835173354
ARE,BHR,4.64623665,45429.7665844,1.0227295888408676e-4
ARE,CHL,24.510965159999998,45429.7665844,5.395353532020292e-4
ARE,CHN,17860.42799937,45429.7665844,0.39314373245102785
ARE,ETH,28.4175518,45429.7665844,6.255271364250906e-4
ARE,GBR,23.202523189999997,45429.7665844,5.10733929193628e-4
ARE,HKG,6524.9190153399995,45429.7665844,0.14362651419786457
ARE,IDN,95.60003936999999,45429.7665844,0.0021043480201993338
ARE,IND,10977.824821369999,45429.7665844,0.24164387463834436
ARE,IRN,457.06622763999997,45429.7665844,0.010060941580909435
ARE,ISL,120.09667449999999,45429.7665844,0.00264356794078796
ARE,KEN,1575.9726069999997,45429.7665844,0.03469030826016105
ARE,KHM,54.233652,45429.7665844,0.0011937911214939664
ARE,KOR,31.944943799999997,45429.7665844,7.03172087416568e-4
ARE,KWT,6.99856619,45429.7665844,1.5405243557652833e-4
ARE,LBN,0.5555642399999999,45429.7665844,1.2229079781157705e-5
ARE,MKD,26.521578599999994,45429.7665844,5.837929752671712e-4
ARE,MYS,439.06550533999996,45429.7665844,0.009664709690381051
ARE,NGA,174.73487426999998,45429.7665844,0.0038462639675987615
ARE,OMN,517.8916934399999,45429.7665844,0.011399831704568724
ARE,PAK,2239.1542699899996,45429.7665844,0.04928826270392718
ARE,QAT,327.94494117,45429.7665844,0.007218723885819217
ARE,RUS,803.7019371700001,45429.7665844,0.017691086650794746
ARE,SAU,292.993998,45429.7665844,0.006449383741729599
ARE,SDN,29.0348454,45429.7665844,6.391150028485991e-4
ARE,SEN,0.50375567,45429.7665844,1.108866956347038e-5
ARE,THA,577.6986248,45429.7665844,0.012716301848629225
ARE,TUR,27.3152418,45429.7665844,6.012630892402539e-4
ARE,TWN,121.87690514999998,45429.7665844,0.0026827543769914713
ARE,UGA,47.810491629999994,45429.7665844,0.0010524045185479228
ARE,USA,155.10163086,45429.7665844,0.003414097023189635
ARE,UZB,61.5199211,45429.7665844,0.0013541764733857372
ARE,VNM,478.97574119999996,45429.7665844,0.010543213782755249
ARE,YEM,28.030640989999995,45429.7665844,6.170104558632128e-4
ARG,BOL,0.7495708,11946.864440059999,6.274205284246412e-5
ARG,BRA,632.6642106399999,11946.864440059999,0.05295650702443415
ARG,CHL,345.9412542299999,11946.864440059999,0.028956656867219172
ARG,CHN,8459.2151248,11946.864440059999,0.7080699012901427
ARG,GBR,51.634405019999996,11946.864440059999,0.004322004763598094
ARG,HKG,852.28955735,11946.864440059999,0.07134002077500091
ARG,MEX,33.19275871999999,11946.864440059999,0.00277836572822394
ARG,MYS,16.53465,11946.864440059999,0.0013840158715249437
ARG,PRY,41.30465801,11946.864440059999,0.003457363914794078
ARG,URY,18.54857037,11946.864440059999,0.001552589004676682
ARG,USA,1219.2011570199998,11946.864440059999,0.10205197883821278
ARG,VNM,275.5775,11946.864440059999,0.023066931192082397
ARM,RUS,98.65123344999999,98.65123344999999,1
AUS,BGD,22.0462,237234.33779836996,9.293005474923065e-5
AUS,CAN,15.591072639999998,237234.33779836996,6.572013471865591e-5
AUS,CHE,0.49273257,237234.33779836996,2.0769867236453053e-6
AUS,CHN,58151.63101384999,237234.33779836996,0.24512316199046272
AUS,FJI,3.27055377,237234.33779836996,1.3786173622048367e-5
AUS,GBR,0.2755775,237234.33779836996,1.1616256843653831e-6
AUS,HKG,101326.81980674,237234.33779836996,0.42711700484463433
AUS,IDN,15982.61425431,237234.33779836996,0.067370577137505
AUS,IND,1156.5712097499998,237234.33779836996,0.0048752268347130754
AUS,JPN,1.10231,237234.33779836996,4.6465027374615326e-6
AUS,KOR,10236.16750486,237234.33779836996,0.04314791694935796
AUS,LKA,57.34657543999999,237234.33779836996,2.4172965841369874e-4
AUS,MYS,21874.511910569996,237234.33779836996,0.09220634800836279
AUS,NOR,0.050706259999999996,237234.33779836996,2.1373912592323048e-7
AUS,NZL,582.20597039,237234.33779836996,0.00245413870434232
AUS,PAK,49.4275804,237234.33779836996,2.0834918274777512e-4
AUS,PHL,541.5097874999999,237234.33779836996,0.0022825944697779776
AUS,PNG,5.51155,237234.33779836996,2.3232513687307664e-5
AUS,QAT,0.32628376,237234.33779836996,1.3753648102886136e-6
AUS,SEN,1.3756828799999998,237234.33779836996,5.798835416351992e-6
AUS,SGP,106.61652550999999,237234.33779836996,4.4941439127001685e-4
AUS,SLB,0.12456102999999999,237234.33779836996,5.250548093331531e-7
AUS,THA,12377.725452069997,237234.33779836996,0.05217510064917358
AUS,TWN,2292.63283964,237234.33779836996,0.009664000839492945
AUS,TZA,0.8366532899999999,237234.33779836996,3.5266955777333027e-6
AUS,USA,67.50877132999999,237234.33779836996,2.845657671503566e-4
AUS,VNM,11809.34575601,237234.33779836996,0.04977924302866725
AUS,VUT,0.33069299999999996,237234.33779836996,1.3939508212384596e-6
AUS,WSM,0.5291087999999999,237234.33779836996,2.2303213139815356e-6
AUS,YEM,61.0018354,237234.33779836996,2.571374614911212e-4
AUS,ZAF,4.05870542,237234.33779836996,1.7108423079333363e-5
AZE,TUR,32.297683,32.297683,1
BEN,HKG,25.022436999999996,304.92099219999994,0.08206203456004628
BEN,TGO,241.62635199999997,304.92099219999994,0.7924228183067024
BFA,CIV,947.9866,999.4865232,0.9484736191988706
BFA,GIN,34.171609999999994,999.4865232,0.0341891653432151
BFA,TGO,17.3283132,999.4865232,0.01733721545791424
BGD,CHE,20.05432583,42995.742645679995,4.6642585046766165e-4
BGD,CHN,42077.547075739996,42995.742645679995,0.9786445002821168
BGD,HKG,599.0062770999999,42995.742645679995,0.013931757896038696
BGD,IND,36.215292739999995,42995.742645679995,8.422995048240836e-4
BGD,KOR,193.89191975999998,42995.742645679995,0.004509560896710812
BGD,MYS,39.683159999999994,42995.742645679995,9.229555662527244e-4
BGD,PAK,0.19841579999999998,42995.742645679995,4.614777831263623e-6
BGD,QAT,0.21605275999999998,42995.742645679995,5.024980305153722e-6
BGD,TWN,11.394578469999999,42995.742645679995,2.650164357876226e-4
BGD,USA,17.534445169999998,42995.742645679995,4.078181720106136e-4
BHR,ARE,299.99917805,2082.2073721899997,0.14407747376980534
BHR,CHN,427.83958029999997,2082.2073721899997,0.20547404932584207
BHR,HKG,79.27482827,2082.2073721899997,0.038072494281211414
BHR,IND,311.18101068999994,2082.2073721899997,0.1494476558128356
BHR,KEN,55.1155,2082.2073721899997,0.02646974587455776
BHR,KOR,82.67325,2082.2073721899997,0.03970461881183664
BHR,KWT,0.02314851,2082.2073721899997,1.111729326731426e-5
BHR,PAK,634.14681759,2082.2073721899997,0.3045550726885692
BHR,QAT,21.74306475,2082.2073721899997,0.010442314747513035
BHR,SAU,16.75070276,2082.2073721899997,0.008044685166195595
BHR,THA,66.3039465,2082.2073721899997,0.031843104287092985
BHR,TUR,27.55775,2082.2073721899997,0.01323487293727888
BHR,TWN,31.966989999999996,2082.2073721899997,0.0153524526072435
BIH,MNE,1.10231,9675.857820309999,1.1392374923970138e-4
BIH,PAK,41.41929825,9675.857820309999,0.0042806848776817796
BIH,SRB,89.87574354,9675.857820309999,0.009288658970509813
BIH,TUR,74.07853893,9675.857820309999,0.007656017720155652
BLR,ARM,2.20462,12389.447416609999,1.7794336792166862e-4
BLR,CHN,88.18920923999998,12389.447416609999,0.007118090603602587
BLR,HKG,55.69862199,12389.447416609999,0.004495650218856997
BLR,RUS,4283.20297691,12389.447416609999,0.3457138024709394
BLR,TUR,125.66333999999999,12389.447416609999,0.010142771971535111
BLR,UKR,1580.67616377,12389.447416609999,0.12758245873426569
BLZ,GTM,1.42638914,892.7410274199999,0.0015977636248243573
BLZ,KOR,23.89918311,892.7410274199999,0.026770566576365448
BLZ,MYS,105.70160821,892.7410274199999,0.11840119918704207
BLZ,TWN,263.06187226,892.7410274199999,0.294667618245621
BLZ,USA,498.64977007999994,892.7410274199999,0.5585603828705911
BOL,BRA,723.0481190899999,2623.77227519,0.27557579060005905
BOL,CHL,1056.17061033,2623.77227519,0.40253897806489997
BOL,CHN,216.30629129999997,2623.77227519,0.08244095470683949
BOL,GBR,54.454114,2623.77227519,0.020754131185434798
BOL,USA,573.79314047,2623.77227519,0.21869014544276671
BRA,ARE,0.029762369999999996,16467.846707069995,1.8073018609787265e-6
BRA,BGD,0.00551155,16467.846707069995,3.346855298108753e-7
BRA,BOL,9.04335124,16467.846707069995,5.491520173136842e-4
BRA,CAN,10.8136611,16467.846707069995,6.566530094889373e-4
BRA,CHL,0.08598017999999999,16467.846707069995,5.2210942650496545e-6
BRA,CHN,13534.015572769997,16467.846707069995,0.8218448843684922
BRA,CRI,57.22311671999999,16467.846707069995,0.0034748390447084314
BRA,DOM,18.89469571,16467.846707069995,0.001147368933297643
BRA,ECU,21.74086013,16467.846707069995,0.0013202005408919789
BRA,GBR,13.345667169999999,16467.846707069995,8.104075418840534e-4
BRA,HKG,655.5988725,16467.846707069995,0.03981084377100362
BRA,IND,137.68843979,16467.846707069995,0.008361046968629325
BRA,ISR,113.72201576999998,16467.846707069995,0.006905700410799714
BRA,MEX,412.37417099999993,16467.846707069995,0.025041171340449687
BRA,PER,64.04421099999999,16467.846707069995,0.0038890458564023707
BRA,PRY,458.70426029999993,16467.846707069995,0.027854537904039904
BRA,QAT,0.97113511,16467.846707069995,5.897159035267623e-5
BRA,SAU,2.0425804299999997,16467.846707069995,1.2403445734791038e-4
BRA,SUR,0.7605938999999998,16467.846707069995,4.618660311390078e-5
BRA,THA,0.0220462,16467.846707069995,1.3387421192435012e-6
BRA,TWN,68.70367536999998,16467.846707069995,0.004171989003304484
BRA,URY,37.44436839,16467.846707069995,0.002273786552429125
BRA,USA,472.00363044999995,16467.846707069995,0.028662134087473548
BRB,CHN,825.79333188,1805.88360832,0.4572793772951012
BRB,HKG,612.36296737,1805.88360832,0.33909326412219704
BRB,MYS,163.53981390999996,1805.88360832,0.09055944312055628
BRB,TTO,10.66484925,1805.88360832,0.005905612743183061
BRB,USA,105.47012310999999,1805.88360832,0.05840361063364325
BRB,VNM,88.05252279999999,1805.88360832,0.04875869208531916
BRN,CHN,50.95979129999999,625.76154542,0.08143643800578493
BRN,HKG,370.87440411999995,625.76154542,0.5926768860030791
BRN,MYS,203.92735,625.76154542,0.3258866759911359
BWA,MOZ,39.132005,230.88544335999995,0.16948667023145675
BWA,ZAF,191.75343835999996,230.88544335999995,0.8305133297685433
CAN,AUS,39.06476409,257635.91552918998,1.5162778842289939e-4
CAN,BLZ,4.24058657,257635.91552918998,1.6459609528002875e-5
CAN,BRA,345.6337097399999,257635.91552918998,0.0013415587226263096
CAN,BRB,3.8823358199999993,257635.91552918998,1.5069078439726053e-5
CAN,CHL,0.5379272799999999,257635.91552918998,2.087935911012582e-6
CAN,CHN,72763.68702735,257635.91552918998,0.28242835195509036
CAN,CRI,15.235026509999999,257635.91552918998,5.9133938987919873e-005
CAN,DMA,6.522368269999999,257635.91552918998,2.531622292102756e-5
