from,to,quantity,exports,probability
ABW,COL,28.660059999999998,151.13992871999997,0.18962599918314957
ABW,JOR,10.44108032,151.13992871999997,0.06908221016395356
ARE,BGD,61.167181899999996,22263.254759789997,0.002747450117243188
ARE,BHR,0.025353129999999998,22263.254759789997,1.1387881185185319e-6
ARE,CHE,0.033069299999999996,22263.254759789997,1.4853758067633022e-6
ARE,CHN,3655.7394648500003,22263.254759789997,0.1642050771234351
ARE,EGY,85.23832536999998,22263.254759789997,0.0038286551669861955
ARE,GBR,3.0313524999999997,22263.254759789997,1.361594489533027e-4
ARE,HKG,2284.3368545799995,22263.254759789997,0.10260570070400375
ARE,IDN,413.58781431,22263.254759789997,0.018577149602446594
ARE,IND,2885.47940846,22263.254759789997,0.1296072582195622
ARE,IRN,391.96379903999997,22263.254759789997,0.01760586236240407
ARE,IRQ,30.93302322,22263.254759789997,0.001389420529646393
ARE,KEN,592.41997485,22263.254759789997,0.026609764890261182
ARE,KOR,173.43194384999995,22263.254759789997,0.007790053418570138
ARE,KWT,5.291087999999999,22263.254759789997,2.3766012908212837e-4
ARE,LKA,55.62146029,22263.254759789997,0.002498352594448983
ARE,MAR,195.26319339999998,22263.254759789997,0.008770649013668379
ARE,MYS,475.6324349699999,22263.254759789997,0.021364011691095898
ARE,NGA,21.825737999999998,22263.254759789997,9.803480324637795e-4
ARE,OMN,561.0570507299999,22263.254759789997,0.025201034475126862
ARE,PAK,5279.164312729999,22263.254759789997,0.2371245520787364
ARE,RUS,349.27574197999996,22263.254759789997,0.015688440245980213
ARE,SAU,5.567767809999999,22263.254759789997,2.50087773332048e-4
ARE,SEN,1.07805918,22263.254759789997,4.842325130048365e-5
ARE,THA,132.24633532,22263.254759789997,0.00594011687630023
ARE,TUR,728.6820254999999,22263.254759789997,0.03273025590202936
ARE,TWN,2146.74762269,22263.254759789997,0.09642559660985749
ARE,TZA,31.570158399999997,22263.254759789997,0.0014180387701900326
ARE,UKR,22.4761009,22263.254759789997,0.0010095604233301245
ARE,USA,643.33567375,22263.254759789997,0.028896748507407744
ARE,UZB,47.02454459999999,22263.254759789997,0.0021122043972174155
ARE,VNM,9.829298269999999,22263.254759789997,4.415032022969455e-4
ARE,YEM,73.85476999999999,22263.254759789997,0.0033173393017713747
ARG,CHE,0.10471944999999999,502.23558450999997,2.0850663160828847e-4
ARG,CHL,202.68394432,502.23558450999997,0.4035634880745181
ARG,PRY,220.462,502.23558450999997,0.43896132970165996
ARG,THA,0.01543234,502.23558450999997,3.07272930791162e-5
ARM,RUS,318.1817815,318.1817815,1
AUS,ARE,85.81814043,152926.71480756998,5.61171673229143e-4
AUS,BGD,132.2772,152926.71480756998,8.649711737183814e-4
AUS,BRA,1160.4788987,152926.71480756998,0.007588464187962504
AUS,CAN,35.77106181,152926.71480756998,2.3390982965279332e-4
AUS,CHE,0.03086468,152926.71480756998,2.0182660720095568e-7
AUS,CHN,328.598611,152926.71480756998,0.002148732557378746
AUS,COL,44.367977499999995,152926.71480756998,2.901257478513738e-4
AUS,DOM,577.7868096,152926.71480756998,0.0037781940868018902
AUS,GBR,0.09920789999999999,152926.71480756998,6.487283802887861e-7
AUS,HKG,13101.4503895,152926.71480756998,0.08567143030559281
AUS,HND,41.88778,152926.71480756998,2.7390753834415413e-4
AUS,IDN,21688.15097273,152926.71480756998,0.14182055110528288
AUS,IND,796.06292887,152926.71480756998,0.005205519061020163
AUS,JPN,104.71945,152926.71480756998,6.847688458603853e-4
AUS,KHM,17.68546164,152926.71480756998,1.1564664592614761e-4
AUS,KOR,5025.42357383,152926.71480756998,0.03286164605153238
AUS,KWT,49.332781739999994,152926.71480756998,3.2259099923827035e-4
AUS,LAO,1640.12263976,152926.71480756998,0.010724892912424042
AUS,MAR,44.0924,152926.71480756998,2.883237245727938e-4
AUS,MEX,83.79760619999999,152926.71480756998,5.479592385505946e-4
AUS,MMR,676.14923783,152926.71480756998,0.004421393859671993
AUS,MOZ,650.473131,152926.71480756998,0.004253495746760141
AUS,MYS,64784.54333988999,152926.71480756998,0.4236313022313294
AUS,NGA,522.7925637,152926.71480756998,0.0034185823213284732
AUS,NZL,424.90412876999994,152926.71480756998,0.0027784820284975278
AUS,PAK,161.72651396,152926.71480756998,0.0010575425893605505
AUS,PAN,42.990089999999995,152926.71480756998,2.8111563145847396e-4
AUS,PER,44.0924,152926.71480756998,2.883237245727938e-4
AUS,PHL,8161.305926509999,152926.71480756998,0.053367431169756674
AUS,RUS,87.43522919999998,152926.71480756998,5.717459458278501e-4
AUS,SAU,17.776953369999998,152926.71480756998,1.1624491765463614e-4
AUS,SEN,48.501639999999995,152926.71480756998,3.171560970300732e-4
AUS,SGP,14.508604219999999,152926.71480756998,9.48729215706778e-5
AUS,THA,11357.772339099998,152926.71480756998,0.0742693802936371
AUS,TUR,1437.6249858299998,152926.71480756998,0.009400744583044142
AUS,TWN,10828.78258858,152926.71480756998,0.07081027407281992
AUS,USA,398.57765903999996,152926.71480756998,0.002606331140648227
AUS,VNM,1653.80340917,152926.71480756998,0.010814352556065865
AUS,VUT,15.811534639999998,152926.71480756998,1.0339288763180386e-4
AUS,ZWE,133.7432723,152926.71480756998,8.74557937560427e-4
AZE,TUR,135.032975,135.032975,1
BEN,ARE,36.37623,65.3228906,0.5568680391495107
BEN,CMR,28.946660599999998,65.3228906,0.4431319608504894
BFA,CIV,992.079,1153.9422003999998,0.8597302357571358
BFA,GIN,131.17488999999998,1153.9422003999998,0.1136754422834435
BFA,TGO,2.2597354999999997,1153.9422003999998,0.0019582744258912536
