from,to,quantity,exports,probability
ARE,BHR,32.458620259999996,43893.06266883999,7.394931746934717e-4
ARE,CHL,60.88058129999999,43893.06266883999,0.001387020581346208
ARE,CHN,21262.24374186,43893.06266883999,0.4844101197101979
ARE,CIV,19.621118,43893.06266883999,4.470209369538748e-4
ARE,ECU,1.0615245299999998,43893.06266883999,2.4184334959920302e-5
ARE,EGY,0.05842242999999999,43893.06266883999,1.331017396548054e-6
ARE,ETH,13.243152339999998,43893.06266883999,3.0171401890808155e-4
ARE,GBR,9.988030909999999,43893.06266883999,2.2755374773814941e-4
ARE,HKG,5565.353751099999,43893.06266883999,0.12679347060124113
ARE,IDN,431.5212957,43893.06266883999,0.009831195853333335
ARE,IND,7445.775561619999,43893.06266883999,0.16963445038675348
ARE,IRN,0.7120922599999999,43893.06266883999,1.6223344116415905e-5
ARE,JOR,5.51155,43893.06266883999,1.2556767891962775e-4
ARE,JPN,37.996625699999996,43893.06266883999,8.656635784719137e-4
ARE,KEN,2.2553262599999995,43893.06266883999,5.138229421391167e-5
ARE,KOR,12.575152479999998,43893.06266883999,2.8649521622302267e-4
ARE,KWT,69.0597215,43893.06266883999,0.0015733630168629357
ARE,MAR,1.5112670099999999,43893.06266883999,3.443065755976193e-5
ARE,MOZ,140.75065697,43893.06266883999,0.003206672043642102
ARE,MRT,31.042151909999998,43893.06266883999,7.072222812111275e-4
ARE,MYS,34.12531298,43893.06266883999,7.774648407987672e-4
ARE,OMN,27.80797437,43893.06266883999,6.3353916722109e-4
ARE,PAK,6863.24220516,43893.06266883999,0.1563628005851655
ARE,PHL,100.1338404,43893.06266883999,0.002281313590611797
ARE,QAT,176.92957348,43893.06266883999,0.0040309234016063225
ARE,RUS,1.0901845899999998,43893.06266883999,2.4837286890302367e-5
ARE,SAU,155.42570999999998,43893.06266883999,0.0035410085455335025
ARE,SDN,33.598408799999994,43893.06266883999,7.654605706940508e-4
ARE,SEN,24.746859499999996,43893.06266883999,5.637988783491286e-4
ARE,TWN,551.62127713,43893.06266883999,0.012567390917599376
ARE,TZA,38.88178063,43893.06266883999,8.858297477064061e-4
ARE,UKR,13.227719999999998,43893.06266883999,3.013624294071066e-4
ARE,VNM,394.13094049999995,43893.06266883999,0.00897934471954258
ARE,YEM,77.82088137999999,43893.06266883999,0.0017729653992735758
